Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
BAU,22,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
BAU,22,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
BAU,22,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
BAU,22,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
BAU,22,,DIST_DSL,,2025,,6.94212,6.94212,6.94212,6.94212,,,,,,,138.179,122.192,,122.192,,,,,,,,,,,,,,,138.179,,,,0.0018543663125304,0.0018543663125304,,,
BAU,22,,DIST_DSL,,2026,,7.0667,7.0667,7.0667,7.0667,,,,,,,138.185,118.904,,118.904,,,,,,,,,,,,,,,131.6048,,,,0.0017917360508491,0.0017917360508491,,,
BAU,22,,DIST_DSL,,2027,,7.28218,7.28218,7.28218,7.28218,,,,,,,140.004,117.222,,117.222,,,,,,,,,,,,,,,126.9878,,,,0.0017539338854304,0.0017539338854304,,,
BAU,22,,DIST_DSL,,2028,,7.57516,7.57516,7.57516,7.57516,,,,,,,143.144,116.621,,116.621,,,,,,,,,,,,,,,123.6532,,,,0.0017326289599274,0.0017326289599274,,,
BAU,22,,DIST_DSL,,2029,,7.86565,7.86565,7.86565,7.86565,,,,,,,146.046,115.778,,115.778,,,,,,,,,,,,,,,120.1524,,,,0.0017079758766042,0.0017079758766042,,,
BAU,22,,DIST_DSL,,2030,,8.16531,8.16531,8.16531,8.16531,,,,,,,148.924,114.877,,114.877,,,,,,,,,,,,,,,116.6859,,,,0.0016827376186556,0.0016827376186556,,,
BAU,22,,DIST_DSL,,2031,,8.49272,8.49272,8.49272,8.49272,,,,,,,152.101,114.166,,114.166,,,,,,,,,,,,,,,113.5001,,,,0.0016605173819724,0.0016605173819724,,,
BAU,22,,DIST_DSL,,2032,,8.81677,8.81677,8.81677,8.81677,,,,,,,155.005,113.209,,113.209,,,,,,,,,,,,,,,110.1592,,,,0.0016349960570345,0.0016349960570345,,,
BAU,22,,DIST_DSL,,2033,,9.14483,9.14483,9.14483,9.14483,,,,,,,157.764,112.119,,112.119,,,,,,,,,,,,,,,106.7809,,,,0.001607824183629,0.001607824183629,,,
BAU,22,,DIST_DSL,,2034,,9.47677,9.47677,9.47677,9.47677,,,,,,,160.374,110.901,,110.901,,,,,,,,,,,,,,,103.3785,,,,0.001579153163241,0.001579153163241,,,
BAU,22,,DIST_DSL,,2035,,9.81273,9.81273,9.81273,9.81273,,,,,,,162.831,109.565,,109.565,,,,,,,,,,,,,,,99.9641,,,,0.001549127019091,0.001549127019091,,,
BAU,22,,DIST_DSL,,2036,,10.2498,10.2498,10.2498,10.2498,,,,,,,166.713,109.154,,109.154,,,,,,,,,,,,,,,97.4736,,,,0.0015324243735897,0.0015324243735897,,,
BAU,22,,DIST_DSL,,2037,,10.6655,10.6655,10.6655,10.6655,,,,,,,169.964,108.283,,108.283,,,,,,,,,,,,,,,94.6423,,,,0.0015094758637529,0.0015094758637529,,,
BAU,22,,DIST_DSL,,2038,,11.0711,11.0711,11.0711,11.0711,,,,,,,172.785,107.114,,107.114,,,,,,,,,,,,,,,91.6316,,,,0.0014826372683087,0.0014826372683087,,,
BAU,22,,DIST_DSL,,2039,,11.4776,11.4776,11.4776,11.4776,,,,,,,175.355,105.777,,105.777,,,,,,,,,,,,,,,88.5662,,,,0.0014538067281626,0.0014538067281626,,,
BAU,22,,DIST_DSL,,2040,,11.886,11.886,11.886,11.886,,,,,,,177.684,104.293,,104.293,,,,,,,,,,,,,,,85.469,,,,0.0014233001288601,0.0014233001288601,,,
BAU,22,,DIST_DSL,,2041,,12.4631,12.4631,12.4631,12.4631,,,,,,,182.212,104.068,,104.068,,,,,,,,,,,,,,,83.4734,,,,0.0014102132367843,0.0014102132367843,,,
BAU,22,,DIST_DSL,,2042,,13.0457,13.0457,13.0457,13.0457,,,,,,,186.437,103.611,,103.611,,,,,,,,,,,,,,,81.3418,,,,0.0013941180919871,0.0013941180919871,,,
BAU,22,,DIST_DSL,,2043,,13.6412,13.6412,13.6412,13.6412,,,,,,,190.46,102.994,,102.994,,,,,,,,,,,,,,,79.1401,,,,0.0013760394429628,0.0013760394429628,,,
BAU,22,,DIST_DSL,,2044,,14.2432,14.2432,14.2432,14.2432,,,,,,,194.181,102.176,,102.176,,,,,,,,,,,,,,,76.844,,,,0.0013554811472482,0.0013554811472482,,,
BAU,22,,DIST_DSL,,2045,,14.8578,14.8578,14.8578,14.8578,,,,,,,197.671,101.209,,101.209,,,,,,,,,,,,,,,74.5001,,,,0.0013331817289562,0.0013331817289562,,,
BAU,22,,DIST_DSL,,2046,,15.5367,15.5367,15.5367,15.5367,,,,,,,201.594,100.435,,100.435,,,,,,,,,,,,,,,72.3606,,,,0.0013136620122823,0.0013136620122823,,,
BAU,22,,DIST_DSL,,2047,,16.2362,16.2362,16.2362,16.2362,,,,,,,205.328,99.5384,,99.5384,,,,,,,,,,,,,,,70.1914,,,,0.0012927479617262,0.0012927479617262,,,
BAU,22,,DIST_DSL,,2048,,16.951,16.951,16.951,16.951,,,,,,,208.791,98.4888,,98.4888,,,,,,,,,,,,,,,67.9764,,,,0.0012700976270134,0.0012700976270134,,,
BAU,22,,DIST_DSL,,2049,,17.6793,17.6793,17.6793,17.6793,,,,,,,211.947,97.2827,,97.2827,,,,,,,,,,,,,,,65.718,,,,0.0012456965151715,0.0012456965151715,,,
BAU,22,,DIST_DSL,,2050,,18.4176,18.4176,18.4176,18.4176,,,,,,,214.738,95.9074,,95.9074,,,,,,,,,,,,,,,63.4127,,,,0.0012194205938152,0.0012194205938152,,,
BAU,22,,DIST_DSL,,2051,,19.1504,19.1504,19.1504,19.1504,,,,,,,216.984,94.2981,,94.2981,,,,,,,,,,,,,,,61.0247,,,,0.0011905070669119,0.0011905070669119,,,
BAU,22,,DIST_DSL,,2052,,19.9034,19.9034,19.9034,19.9034,,,,,,,218.967,92.5954,,92.5954,,,,,,,,,,,,,,,58.6499,,,,0.0011607603922161,0.0011607603922161,,,
BAU,22,,DIST_DSL,,2053,,20.6787,20.6787,20.6787,20.6787,,,,,,,220.696,90.8108,,90.8108,,,,,,,,,,,,,,,56.2981,,,,0.0011303632245934,0.0011303632245934,,,
BAU,22,,DIST_DSL,,2054,,21.4745,21.4745,21.4745,21.4745,,,,,,,222.124,88.9349,,88.9349,,,,,,,,,,,,,,,53.9642,,,,0.0010992049840948,0.0010992049840948,,,
BAU,22,,DIST_DSL,,2055,,22.292,22.292,22.292,22.292,,,,,,,223.246,86.9749,,86.9749,,,,,,,,,,,,,,,51.6541,,,,0.0010673983693052,0.0010673983693052,,,
BAU,22,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,,,,388.333,383.064,,383.064,,,,,,,,,,,,,,,472.0212,,,,0.0057104435033233,0.0057104435033233,,,
BAU,22,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,,,,473.922,454.891,,454.891,,,,,,,,,,,,,,,548.624,,,,0.006709544978339,0.006709544978339,,,
BAU,22,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,,,,433.542,404.916,,404.916,,,,,,,,,,,,,,,477.9801,,,,0.0062325440979859,0.0062325440979859,,,
BAU,22,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,,,,402.721,365.993,,365.993,,,,,,,,,,,,,,,422.8571,,,,0.0055936863394565,0.0055936863394565,,,
BAU,22,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,,,,384.913,340.38,,340.38,,,,,,,,,,,,,,,384.913,,,,0.0051655439716239,0.0051655439716239,,,
BAU,22,,DIST_GSL,,2026,,21.7438,21.7438,21.7438,21.7438,,,,,,,381.038,327.871,,327.871,,,,,,,,,,,,,,,362.8933,,,,0.004940619613876,0.004940619613876,,,
BAU,22,,DIST_GSL,,2027,,22.3611,22.3611,22.3611,22.3611,,,,,,,384.875,322.247,,322.247,,,,,,,,,,,,,,,349.093,,,,0.0048216144121242,0.0048216144121242,,,
BAU,22,,DIST_GSL,,2028,,22.9964,22.9964,22.9964,22.9964,,,,,,,388.632,316.622,,316.622,,,,,,,,,,,,,,,335.7149,,,,0.0047040396939761,0.0047040396939761,,,
BAU,22,,DIST_GSL,,2029,,23.6399,23.6399,23.6399,23.6399,,,,,,,392.126,310.858,,310.858,,,,,,,,,,,,,,,322.603,,,,0.0045858274008828,0.0045858274008828,,,
BAU,22,,DIST_GSL,,2030,,24.2801,24.2801,24.2801,24.2801,,,,,,,395.169,304.826,,304.826,,,,,,,,,,,,,,,309.6253,,,,0.0044651348474828,0.0044651348474828,,,
BAU,22,,DIST_GSL,,2031,,24.9708,24.9708,24.9708,24.9708,,,,,,,398.614,299.196,,299.196,,,,,,,,,,,,,,,297.4519,,,,0.0043517496643518,0.0043517496643518,,,
BAU,22,,DIST_GSL,,2032,,25.6669,25.6669,25.6669,25.6669,,,,,,,401.715,293.396,,293.396,,,,,,,,,,,,,,,285.4914,,,,0.0042372984165132,0.0042372984165132,,,
BAU,22,,DIST_GSL,,2033,,26.3671,26.3671,26.3671,26.3671,,,,,,,404.445,287.429,,287.429,,,,,,,,,,,,,,,273.7443,,,,0.004121830404578,0.004121830404578,,,
BAU,22,,DIST_GSL,,2034,,27.0675,27.0675,27.0675,27.0675,,,,,,,406.738,281.267,,281.267,,,,,,,,,,,,,,,262.1869,,,,0.0040050232538336,0.0040050232538336,,,
BAU,22,,DIST_GSL,,2035,,27.7719,27.7719,27.7719,27.7719,,,,,,,408.656,274.976,,274.976,,,,,,,,,,,,,,,250.8793,,,,0.0038878349399909,0.0038878349399909,,,
BAU,22,,DIST_GSL,,2036,,28.5654,28.5654,28.5654,28.5654,,,,,,,411.414,269.371,,269.371,,,,,,,,,,,,,,,240.5452,,,,0.0037817137309989,0.0037817137309989,,,
BAU,22,,DIST_GSL,,2037,,29.3894,29.3894,29.3894,29.3894,,,,,,,414.109,263.827,,263.827,,,,,,,,,,,,,,,230.5914,,,,0.0036777643528209,0.0036777643528209,,,
BAU,22,,DIST_GSL,,2038,,30.2282,30.2282,30.2282,30.2282,,,,,,,416.49,258.192,,258.192,,,,,,,,,,,,,,,220.8735,,,,0.0035738264078357,0.0035738264078357,,,
BAU,22,,DIST_GSL,,2039,,31.0759,31.0759,31.0759,31.0759,,,,,,,418.471,252.428,,252.428,,,,,,,,,,,,,,,211.3563,,,,0.0034693961126911,0.0034693961126911,,,
BAU,22,,DIST_GSL,,2040,,31.9248,31.9248,31.9248,31.9248,,,,,,,419.939,246.486,,246.486,,,,,,,,,,,,,,,201.9978,,,,0.0033638326062752,0.0033638326062752,,,
BAU,22,,DIST_GSL,,2041,,33.0139,33.0139,33.0139,33.0139,,,,,,,423.958,242.137,,242.137,,,,,,,,,,,,,,,194.22,,,,0.0032811844633758,0.0032811844633758,,,
BAU,22,,DIST_GSL,,2042,,34.1149,34.1149,34.1149,34.1149,,,,,,,427.45,237.552,,237.552,,,,,,,,,,,,,,,186.495,,,,0.0031963385938409,0.0031963385938409,,,
BAU,22,,DIST_GSL,,2043,,35.228,35.228,35.228,35.228,,,,,,,430.398,232.743,,232.743,,,,,,,,,,,,,,,178.8393,,,,0.0031095485885348,0.0031095485885348,,,
BAU,22,,DIST_GSL,,2044,,36.3541,36.3541,36.3541,36.3541,,,,,,,432.81,227.739,,227.739,,,,,,,,,,,,,,,171.2776,,,,0.0030212317134041,0.0030212317134041,,,
BAU,22,,DIST_GSL,,2045,,37.4919,37.4919,37.4919,37.4919,,,,,,,434.651,222.544,,222.544,,,,,,,,,,,,,,,163.8154,,,,0.0029314809540729,0.0029314809540729,,,
BAU,22,,DIST_GSL,,2046,,38.7355,38.7355,38.7355,38.7355,,,,,,,436.979,217.705,,217.705,,,,,,,,,,,,,,,156.8503,,,,0.0028475188371931,0.0028475188371931,,,
BAU,22,,DIST_GSL,,2047,,39.9943,39.9943,39.9943,39.9943,,,,,,,438.698,212.67,,212.67,,,,,,,,,,,,,,,149.9689,,,,0.0027620487479222,0.0027620487479222,,,
BAU,22,,DIST_GSL,,2048,,41.2658,41.2658,41.2658,41.2658,,,,,,,439.761,207.44,,207.44,,,,,,,,,,,,,,,143.1736,,,,0.002675112445235,0.002675112445235,,,
BAU,22,,DIST_GSL,,2049,,42.5505,42.5505,42.5505,42.5505,,,,,,,440.172,202.037,,202.037,,,,,,,,,,,,,,,136.4832,,,,0.0025870652874354,0.0025870652874354,,,
BAU,22,,DIST_GSL,,2050,,43.8495,43.8495,43.8495,43.8495,,,,,,,439.92,196.479,,196.479,,,,,,,,,,,,,,,129.9096,,,,0.0024981489425775,0.0024981489425775,,,
BAU,22,,DIST_GSL,,2051,,45.3021,45.3021,45.3021,45.3021,,,,,,,440.354,191.372,,191.372,,,,,,,,,,,,,,,123.8455,,,,0.0024160516394892,0.0024160516394892,,,
BAU,22,,DIST_GSL,,2052,,46.7948,46.7948,46.7948,46.7948,,,,,,,440.255,186.172,,186.172,,,,,,,,,,,,,,,117.9216,,,,0.0023338245784758,0.0023338245784758,,,
BAU,22,,DIST_GSL,,2053,,48.3297,48.3297,48.3297,48.3297,,,,,,,439.612,180.889,,180.889,,,,,,,,,,,,,,,112.1422,,,,0.0022516096254121,0.0022516096254121,,,
BAU,22,,DIST_GSL,,2054,,49.9088,49.9088,49.9088,49.9088,,,,,,,438.399,175.528,,175.528,,,,,,,,,,,,,,,106.5074,,,,0.002169465549973,0.002169465549973,,,
BAU,22,,DIST_GSL,,2055,,51.5349,51.5349,51.5349,51.5349,,,,,,,436.594,170.094,,170.094,,,,,,,,,,,,,,,101.018,,,,0.0020874717739555,0.0020874717739555,,,
BAU,22,,DIST_NGS,,2021,,24.5082,24.5082,24.5082,24.5082,,,,,,,172.94,170.593,,170.593,,,,,,,,,,,,,,,210.2097,,,,0.0025430857008411,0.0025430857008411,,,
BAU,22,,DIST_NGS,,2022,,25.4084,25.4084,25.4084,25.4084,,,,,,,179.592,172.38,,172.38,,,,,,,,,,,,,,,207.9002,,,,0.0025425715661013,0.0025425715661013,,,
BAU,22,,DIST_NGS,,2023,,26.5315,26.5315,26.5315,26.5315,,,,,,,185.33,173.093,,173.093,,,,,,,,,,,,,,,204.3263,,,,0.0026642802719914,0.0026642802719914,,,
BAU,22,,DIST_NGS,,2024,,27.0753,27.0753,27.0753,27.0753,,,,,,,191.696,174.213,,174.213,,,,,,,,,,,,,,,201.2808,,,,0.002662605864925,0.002662605864925,,,
BAU,22,,DIST_NGS,,2025,,27.9179,27.9179,27.9179,27.9179,,,,,,,195.345,172.744,,172.744,,,,,,,,,,,,,,,195.345,,,,0.0026215357421985,0.0026215357421985,,,
BAU,22,,DIST_NGS,,2026,,26.5623,26.5623,26.5623,26.5623,,,,,,,185.567,159.674,,159.674,,,,,,,,,,,,,,,176.7305,,,,0.0024061011234788,0.0024061011234788,,,
BAU,22,,DIST_NGS,,2027,,26.925,26.925,26.925,26.925,,,,,,,185.255,155.109,,155.109,,,,,,,,,,,,,,,168.0317,,,,0.0023208267045614,0.0023208267045614,,,
BAU,22,,DIST_NGS,,2028,,26.4218,26.4218,26.4218,26.4218,,,,,,,178.997,145.83,,145.83,,,,,,,,,,,,,,,154.6243,,,,0.0021665971744546,0.0021665971744546,,,
BAU,22,,DIST_NGS,,2029,,26.351,26.351,26.351,26.351,,,,,,,175.732,139.311,,139.311,,,,,,,,,,,,,,,144.5752,,,,0.002055147123149,0.002055147123149,,,
BAU,22,,DIST_NGS,,2030,,24.2775,24.2775,24.2775,24.2775,,,,,,,159.336,122.909,,122.909,,,,,,,,,,,,,,,124.8439,,,,0.0018003859767809,0.0018003859767809,,,
BAU,22,,DIST_NGS,,2031,,23.3626,23.3626,23.3626,23.3626,,,,,,,150.859,113.233,,113.233,,,,,,,,,,,,,,,112.5733,,,,0.0016469582167571,0.0016469582167571,,,
