Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2025,FixedOpex2025,Opex2025,Externalities2025,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP,VarOpex2025,AnnualVariableOperatingCost
LTS,81,,DIST_DSL,,2021,,6.06368,6.06368,6.06368,6.06368,,,,,,,114.71,113.154,,113.154,,,,,,,,,,,,,,,139.4307,,,,0.0016868125404387,0.0016868125404387,,,
LTS,81,,DIST_DSL,,2022,,7.38624,7.38624,7.38624,7.38624,,,,,,,142.986,137.245,,137.245,,,,,,,,,,,,,,,165.5242,,,,0.0020243225642042,0.0020243225642042,,,
LTS,81,,DIST_DSL,,2023,,6.8985,6.8985,6.8985,6.8985,,,,,,,135.5,126.554,,126.554,,,,,,,,,,,,,,,149.3888,,,,0.0019479305932922,0.0019479305932922,,,
LTS,81,,DIST_DSL,,2024,,6.69992,6.69992,6.69992,6.69992,,,,,,,132.795,120.684,,120.684,,,,,,,,,,,,,,,139.4348,,,,0.0018444868220135,0.0018444868220135,,,
LTS,81,,DIST_DSL,,2025,,6.86415,6.86415,6.86415,6.86415,,,,,,,136.627,120.82,,120.82,,,,,,,,,,,,,,,136.627,,,,0.0018335384261146,0.0018335384261146,,,
LTS,81,,DIST_DSL,,2026,,7.02958,7.02958,7.02958,7.02958,,,,,,,139.918,120.395,,120.395,,,,,,,,,,,,,,,133.2552,,,,0.0018142063910276,0.0018142063910276,,,
LTS,81,,DIST_DSL,,2027,,7.34062,7.34062,7.34062,7.34062,,,,,,,146.26,122.46,,122.46,,,,,,,,,,,,,,,132.6621,,,,0.0018323072209759,0.0018323072209759,,,
LTS,81,,DIST_DSL,,2028,,7.54492,7.54492,7.54492,7.54492,,,,,,,150.486,122.603,,122.603,,,,,,,,,,,,,,,129.9955,,,,0.0018214969265324,0.0018214969265324,,,
LTS,81,,DIST_DSL,,2029,,7.79659,7.79659,7.79659,7.79659,,,,,,,155.667,123.405,,123.405,,,,,,,,,,,,,,,128.0676,,,,0.0018204909327785,0.0018204909327785,,,
LTS,81,,DIST_DSL,,2030,,8.0057,8.0057,8.0057,8.0057,,,,,,,160.008,123.427,,123.427,,,,,,,,,,,,,,,125.3705,,,,0.0018079785822504,0.0018079785822504,,,
LTS,81,,DIST_DSL,,2031,,7.92276,7.92276,7.92276,7.92276,,,,,,,158.514,118.979,,118.979,,,,,,,,,,,,,,,118.2856,,,,0.0017305287946465,0.0017305287946465,,,
LTS,81,,DIST_DSL,,2032,,7.82015,7.82015,7.82015,7.82015,,,,,,,156.622,114.39,,114.39,,,,,,,,,,,,,,,111.3083,,,,0.0016520515332978,0.0016520515332978,,,
LTS,81,,DIST_DSL,,2033,,7.67414,7.67414,7.67414,7.67414,,,,,,,153.856,109.342,,109.342,,,,,,,,,,,,,,,104.1358,,,,0.0015679957544052,0.0015679957544052,,,
LTS,81,,DIST_DSL,,2034,,7.53955,7.53955,7.53955,7.53955,,,,,,,151.314,104.636,,104.636,,,,,,,,,,,,,,,97.5384,,,,0.0014899413641932,0.0014899413641932,,,
LTS,81,,DIST_DSL,,2035,,7.41632,7.41632,7.41632,7.41632,,,,,,,148.994,100.255,,100.255,,,,,,,,,,,,,,,91.4694,,,,0.0014174849782441,0.0014174849782441,,,
LTS,81,,DIST_DSL,,2036,,7.2874,7.2874,7.2874,7.2874,,,,,,,146.555,95.9557,,95.9557,,,,,,,,,,,,,,,85.6877,,,,0.0013471313575793,0.0013471313575793,,,
LTS,81,,DIST_DSL,,2037,,7.15491,7.15491,7.15491,7.15491,,,,,,,144.038,91.7658,,91.7658,,,,,,,,,,,,,,,80.2057,,,,0.0012792222607372,0.0012792222607372,,,
LTS,81,,DIST_DSL,,2038,,7.01945,7.01945,7.01945,7.01945,,,,,,,141.456,87.692,,87.692,,,,,,,,,,,,,,,75.0171,,,,0.0012138077867913,0.0012138077867913,,,
LTS,81,,DIST_DSL,,2039,,6.89609,6.89609,6.89609,6.89609,,,,,,,139.112,83.9145,,83.9145,,,,,,,,,,,,,,,70.261,,,,0.0011533278005457,0.0011533278005457,,,
LTS,81,,DIST_DSL,,2040,,6.78468,6.78468,6.78468,6.78468,,,,,,,137.005,80.416,,80.416,,,,,,,,,,,,,,,65.9017,,,,0.0010974486368664,0.0010974486368664,,,
LTS,81,,DIST_DSL,,2041,,6.81614,6.81614,6.81614,6.81614,,,,,,,137.781,78.6919,,78.6919,,,,,,,,,,,,,,,63.1191,,,,0.0010663425498701,0.0010663425498701,,,
LTS,81,,DIST_DSL,,2042,,6.80501,6.80501,6.80501,6.80501,,,,,,,137.697,76.5238,,76.5238,,,,,,,,,,,,,,,60.0767,,,,0.0010296544603072,0.0010296544603072,,,
LTS,81,,DIST_DSL,,2043,,6.82699,6.82699,6.82699,6.82699,,,,,,,138.283,74.7781,,74.7781,,,,,,,,,,,,,,,57.4594,,,,0.0009990688993374,0.0009990688993374,,,
LTS,81,,DIST_DSL,,2044,,6.80852,6.80852,6.80852,6.80852,,,,,,,138.049,72.6397,,72.6397,,,,,,,,,,,,,,,54.6307,,,,0.0009636504579665,0.0009636504579665,,,
LTS,81,,DIST_DSL,,2045,,6.77441,6.77441,6.77441,6.77441,,,,,,,137.498,70.3994,,70.3994,,,,,,,,,,,,,,,51.8216,,,,0.0009273469936679,0.0009273469936679,,,
LTS,81,,DIST_DSL,,2046,,6.74436,6.74436,6.74436,6.74436,,,,,,,137.027,68.2676,,68.2676,,,,,,,,,,,,,,,49.1848,,,,0.000892918162889,0.000892918162889,,,
LTS,81,,DIST_DSL,,2047,,6.70826,6.70826,6.70826,6.70826,,,,,,,136.432,66.139,,66.139,,,,,,,,,,,,,,,46.6393,,,,0.0008589766795239,0.0008589766795239,,,
LTS,81,,DIST_DSL,,2048,,6.6709,6.6709,6.6709,6.6709,,,,,,,135.81,64.0631,,64.0631,,,,,,,,,,,,,,,44.2158,,,,0.0008261454151914,0.0008261454151914,,,
LTS,81,,DIST_DSL,,2049,,6.61207,6.61207,6.61207,6.61207,,,,,,,134.749,61.8491,,61.8491,,,,,,,,,,,,,,,41.7813,,,,0.0007919721666762,0.0007919721666762,,,
LTS,81,,DIST_DSL,,2050,,6.53141,6.53141,6.53141,6.53141,,,,,,,133.24,59.5083,,59.5083,,,,,,,,,,,,,,,39.3461,,,,0.0007566213854263,0.0007566213854263,,,
LTS,81,,DIST_DSL,,2051,,6.53886,6.53886,6.53886,6.53886,,,,,,,133.527,58.0292,,58.0292,,,,,,,,,,,,,,,37.5532,,,,0.0007326097597782,0.0007326097597782,,,
LTS,81,,DIST_DSL,,2052,,6.54675,6.54675,6.54675,6.54675,,,,,,,133.823,56.5903,,56.5903,,,,,,,,,,,,,,,35.8443,,,,0.0007094045833519,0.0007094045833519,,,
LTS,81,,DIST_DSL,,2053,,6.55273,6.55273,6.55273,6.55273,,,,,,,134.081,55.1711,,55.1711,,,,,,,,,,,,,,,34.2032,,,,0.0006867364340974,0.0006867364340974,,,
LTS,81,,DIST_DSL,,2054,,6.54699,6.54699,6.54699,6.54699,,,,,,,134.099,53.691,,53.691,,,,,,,,,,,,,,,32.5789,,,,0.0006636024918446,0.0006636024918446,,,
LTS,81,,DIST_DSL,,2055,,6.51841,6.51841,6.51841,6.51841,,,,,,,133.648,52.0684,,52.0684,,,,,,,,,,,,,,,30.9231,,,,0.0006390054366283,0.0006390054366283,,,
LTS,81,,DIST_GSL,,2021,,15.9914,15.9914,15.9914,15.9914,,,,,,,388.333,383.064,,383.064,,,,,,,,,,,,,,,472.0212,,,,0.0057104435033233,0.0057104435033233,,,
LTS,81,,DIST_GSL,,2022,,19.516,19.516,19.516,19.516,,,,,,,473.922,454.891,,454.891,,,,,,,,,,,,,,,548.624,,,,0.006709544978339,0.006709544978339,,,
LTS,81,,DIST_GSL,,2023,,20.3964,20.3964,20.3964,20.3964,,,,,,,433.542,404.916,,404.916,,,,,,,,,,,,,,,477.9801,,,,0.0062325440979859,0.0062325440979859,,,
LTS,81,,DIST_GSL,,2024,,20.8674,20.8674,20.8674,20.8674,,,,,,,402.721,365.993,,365.993,,,,,,,,,,,,,,,422.8571,,,,0.0055936863394565,0.0055936863394565,,,
LTS,81,,DIST_GSL,,2025,,21.352,21.352,21.352,21.352,,,,,,,384.913,340.38,,340.38,,,,,,,,,,,,,,,384.913,,,,0.0051655439716239,0.0051655439716239,,,
LTS,81,,DIST_GSL,,2026,,19.1405,19.1405,19.1405,19.1405,,,,,,,341.19,293.583,,293.583,,,,,,,,,,,,,,,324.9429,,,,0.0044239417269737,0.0044239417269737,,,
LTS,81,,DIST_GSL,,2027,,17.3781,17.3781,17.3781,17.3781,,,,,,,309.594,259.215,,259.215,,,,,,,,,,,,,,,280.8109,,,,0.0038785130710435,0.0038785130710435,,,
LTS,81,,DIST_GSL,,2028,,15.6604,15.6604,15.6604,15.6604,,,,,,,278.828,227.164,,227.164,,,,,,,,,,,,,,,240.8621,,,,0.0033749607606765,0.0033749607606765,,,
LTS,81,,DIST_GSL,,2029,,13.9817,13.9817,13.9817,13.9817,,,,,,,248.795,197.232,,197.232,,,,,,,,,,,,,,,204.6843,,,,0.0029096021740036,0.0029096021740036,,,
LTS,81,,DIST_GSL,,2030,,12.3571,12.3571,12.3571,12.3571,,,,,,,219.756,169.516,,169.516,,,,,,,,,,,,,,,172.1846,,,,0.0024830892287949,0.0024830892287949,,,
LTS,81,,DIST_GSL,,2031,,11.909,11.909,11.909,11.909,,,,,,,211.662,158.871,,158.871,,,,,,,,,,,,,,,157.9454,,,,0.002310756057714,0.002310756057714,,,
